gene_name,log2FoldChange,pvalue
CFAP65,0.425456666,0.834133666
AC097468.3,0.068261133,0.973185848
NHEJ1,0.142218643,0.829112681
AC068946.1,0.167563391,0.779111877
SLC23A3,0.249202332,0.902380351
CNPPD1,0.658648737,0.323297634
RETREG2,0.246187306,0.156862983
ZFAND2B,0.194120857,0.878866829
ABCB6,1.116669425,0.47037195
ATG9A,0.742626476,0.003342768
ANKZF1,1.899393493,7.5384E-11
GLB1L,-0.128540059,0.930394205
STK16,-0.519596375,0.307760532
TUBA4A,1.80315681,0.027498488
TUBA4B,0.045894314,0.981974105
DNAJB2,1.05289938,8.21182E-05
PTPRN,-0.072518761,0.971538333
AC114803.1,-0.02432812,0.990439294
RESP18,-0.207755652,0.918508176
LINC01830,-0.112306325,0.955952709
DNPEP,0.455970393,0.235587231
AC053503.2,0.208714326,0.91815068
DES,0.149407365,0.941340119
SPEG,1.249470051,0.032493275
AC053503.1,0.089057219,0.965035474
GMPPA,0.575742012,0.336188056
ASIC4,0.071204391,0.972020752
CHPF,0.401875888,0.204372647
TMEM198,0.306448595,0.880925011
OBSL1,0.77925482,3.13961E-05
INHA,0.132667965,0.94829284
STK11IP,0.825788731,0.035541528
SLC4A3,1.259755998,0.277195817
AC009502.2,0.071204391,0.972020752
AC009502.1,0.072938232,0.971368171
AC019211.1,0.659532839,0.737662083
AC093083.1,0.04685062,0.981607497
AC067956.1,0.05591016,0.978056549
EPHA4,0.060548509,0.861505866
AC079834.2,-0.089177342,0.964993908
AC009302.1,0.527212638,0.795329744
HSPA9P1,0.617625261,0.001937226
RPL23AP28,-0.225893044,0.911425108
PAX3,0.467279799,0.815364537
AC010980.1,-0.171379196,0.932772967
SGPP2,1.455164716,0.12615899
NANOGP2,0.071292599,0.971993489
AC097461.1,0.00151341,0.999405823
FARSB,0.396900025,0.025838029
MOGAT1,0.257063154,0.899309122
AC104772.1,0.081387147,0.968022091
AC016712.1,-0.615869858,0.282307482
ACSL3,0.959127664,1.71272E-05
AC013476.2,-0.207755652,0.918508176
KCNE4,2.556815998,0.122276398
SCG2,0.316690474,0.876102876
AC012512.1,-0.079142936,0.96893805
AP1S3,0.486629978,0.11653767
AC096570.1,-0.021829533,0.991422888
WDFY1,0.0788956,0.545781433
MRPL44,-0.794005851,0.003595929
SERPINE2,0.212634428,0.817488013
AC019109.1,0.157775714,0.938061829
FAM124B,0.081387147,0.968022091
CUL3,0.175188041,0.070377015
AC073052.1,0.47533971,0.815084387
CCDC195,-1.959009171,0.292636168
DOCK10,0.169522723,0.803490351
NYAP2,1.073514014,0.277780513
IRS1,-0.251274458,0.100817634
AC010735.2,0.127778072,0.949844358
RHBDD1,0.467055025,0.029583112
COL4A4,0.67973296,0.714534424
COL4A3,0.903701281,0.193281241
AC097662.1,-0.123330243,0.817777227
MFF,-1.090344073,7.9244E-16
AGFG1,0.249539931,0.000461572
C2orf83,-0.029659948,0.98835212
SLC19A3,1.14990534,0.000156996
DAW1,-0.108785737,0.957318669
SPHKAP,0.296800458,0.883889106
AC074019.1,-0.213218233,0.916352424
LINC01807,-0.02026557,0.992043453
PID1,0.481419991,0.04431487
DNER,0.878855679,0.164341871
TRIP12,0.095541581,0.299634949
FBXO36,1.486387653,5.3213E-05
FBXO36-IT1,0.071204391,0.972020752
SLC16A14,1.769414263,0.278128462
AC009950.1,-0.024233653,0.990480062
SP110,0.259050963,0.478141081
AC018467.1,0.758527813,0.282047128
SP140,0.650536736,0.607025258
SP140L,0.323404268,0.826759511
SP100,-0.077994909,0.829693815
HMGB1P3,-0.190305881,0.925342998
AC010149.1,-0.350265557,0.795607659
TPM3P8,0.265109497,0.896745083
LINC01907,0.085684197,0.96633496
CAB39,0.259462635,0.013312604
BANF1P3,0.487683852,0.810848235
AC012507.3,0.081387147,0.968022091
ITM2C,0.47800128,0.014794942
AC012507.2,0.085684197,0.96633496
GPR55,-0.020691236,0.99187085
COX20P2,0.181032286,0.925284903
SPATA3-AS1,0.231788327,0.909122838
SPATA3,0.141376043,0.944521288
C2orf72,-0.226441518,0.87802186
AC009407.1,0.071204391,0.972020752
PSMD1,0.231561472,0.010798824
ARMC9,0.68588302,3.94383E-06
AC018738.1,-0.736372051,0.01257893
AC017104.1,0.154415651,0.939408592
B3GNT7,1.185779727,0.402021153
ZBTB8OSP2,0.027768921,0.989100551
NCL,0.418932719,0.012439659
AC017104.4,0.024048562,0.990558087
AC017104.5,1.830294345,0.32534663
LINC00471,0.018783374,0.992674469
NMUR1,0.39376643,0.846278652
AC104634.1,-0.023971672,0.990579639
PTMA,0.278577857,0.146508862
PDE6D,0.923310783,0.002999762
COPS7B,1.416565535,0.000121746
AC073476.3,-0.073818994,0.971023622
NPPC,0.351377014,0.862676262
DIS3L2,0.942786534,2.34897E-16
AC019130.1,0.085684197,0.96633496
AC068134.3,0.276473233,0.891792027
ECEL1P3,-0.023971672,0.990579639
ALPP,0.34888809,0.863608077
AC068134.1,0.422953711,0.835126504
ECEL1P2,0.573813206,0.655081997
ALPPL2,0.06276373,0.975347797
ECEL1P1,0.531409384,0.79372846
AC068134.2,0.081387147,0.968022091
DIS3L2P1,0.316714736,0.876091256
ECEL1,0.081263875,0.968106779
CHRND,0.062205432,0.975561777
CHRNG,0.055708564,0.97813007
TIGD1,0.579643636,0.713861064
EIF4E2,0.090272464,0.674063793
AC073254.1,-0.078510025,0.969172349
EFHD1,0.840815254,0.173596954
GIGYF2,1.20719812,1.34947E-26
EEF1B2P7,0.079348609,0.968855889
AC064852.1,-0.220242969,0.913695345
KCNJ13,-1.017758724,0.294136009
C2orf82,-0.116154004,0.794872068
NGEF,2.56379164,0.029155167
NEU2,0.081387147,0.968022091
INPP5D,1.175219744,0.000139946
ATG16L1,-2.016222655,4.31768E-13
SAG,0.224825317,0.911840602
DGKD,1.368043366,2.89914E-12
USP40,0.346358646,0.005056544
UGT1A8,0.051617855,0.979725772
UGT1A10,0.231788327,0.909122838
MROH2A,0.071204391,0.972020752
HJURP,0.515599467,0.003835476
KLHL29,1.210902144,0.08218262
MSL3P1,-0.056323514,0.977356222
AC005538.2,-0.049245741,0.980537408
TRPM8,1.646753444,0.299315389
SPP2,0.085684197,0.96633496
AC097713.2,-0.023971672,0.990579639
AC097713.1,-0.393195472,0.846622817
LINC01891,-0.077761609,0.969470644
ARL4C,-0.424374515,0.011202193
LINC01173,0.169449543,0.933490521
AC010148.1,0.607389038,0.511013787
SH3BP4,0.964056496,2.2158E-12
AGAP1,1.84744486,4.91845E-69
AGAP1-IT1,0.656082508,0.746835336
TMSB10P1,2.022911359,0.096273632
GBX2,0.172895188,0.932141697
AC019068.1,0.234249619,0.908222397
ASB18,-0.03420937,0.986566493
IQCA1,0.974869999,0.000132395
RPL3P5,0.435046404,0.830405262
ACKR3,-0.089899869,0.571216945
AC009242.1,0.345425582,0.86504328
AC084030.1,-0.162088535,0.936401978
AC105760.1,0.278211105,0.89111795
AC105760.2,1.0333203,0.457000323
COPS8,-0.527803562,0.072522707
COL6A3,1.192277617,0.065574967
MLPH,1.714073531,6.39276E-08
ATAD2B,0.414235972,1.20734E-05
RAB17,1.464471235,1.07263E-06
AC104667.2,-0.152673369,0.94010695
AC104667.1,0.081387147,0.968022091
LRRFIP1,1.089189238,4.37183E-20
RBM44,0.819754865,0.659779515
RAMP1,0.707890659,0.593311957
UBE2F,0.886682619,6.62266E-05
UBE2F-SCLY,1.041017027,5.58925E-10
SCLY,1.301923953,0.001587471
ESPNL,0.242701876,0.904913067
KLHL30,0.371340102,0.855001117
ILKAP,0.416208202,0.032618282
AC016757.1,-0.119558621,0.953061855
AC012485.1,0.414308503,0.82161222
HES6,-0.39737431,0.735160849
PER2,0.392729658,0.357062589
AC012485.3,0.085684197,0.96633496
TRAF3IP1,1.181079466,1.42124E-15
ASB1,0.510814595,0.059263057
AC016999.2,0.388475066,0.848441876
LINC01107,-0.004049086,0.998411059
PGAM1P6,0.54480871,0.788576907
TWIST2,0.096551673,0.962104874
HDAC4,1.653626724,0.120676008
UBXN2A,0.875848562,1.28424E-10
AC062017.1,-0.255942818,0.899763479
SDHCP3,-0.008856613,0.996522839
NDUFA10,0.887908857,1.86012E-08
MFSD2B,-0.134647522,0.780047805
COPS9,-0.678629325,0.114216062
AC124861.1,0.254485961,0.855241422
WDCP,0.072366417,0.905402732
GPC1,1.160846869,1.01099E-10
PP14571,0.55328303,0.454995257
ANKMY1,0.674107376,0.022001572
FKBP1B,1.22495674,0.276281061
DUSP28,-0.41895917,0.825422713
RNPEPL1,0.333388934,0.314541538
CAPN10-AS1,-0.065809721,0.973684554
CAPN10,0.180744241,0.508754427
GPR35,1.807699895,0.333418032
SF3B6,-0.859620993,1.07712E-05
AC011298.1,0.165974466,0.934851074
KIF1A,1.563296791,0.018012095
FAM228B,0.361466963,0.41543409
TP53I3,-0.036132861,0.909990526
C2orf54,0.647469995,0.101653954
CROCC2,0.238636457,0.906450999
SNED1,0.634948706,0.384375557
AC005237.1,0.693433933,0.732958105
MTERF4,0.41656932,0.203798958
PASK,1.495299432,1.91091E-11
PPP1R7,0.975587483,6.05588E-05
PFN4,-0.282956052,0.889294706
ANO7,1.070901063,0.189050401
HDLBP,1.194831422,2.60791E-32
AC008073.3,0.256023353,0.744475119
SEPT2,0.616697892,2.14423E-12
AC005104.1,0.085684197,0.96633496
FARP2,0.869336997,6.01311E-10
AC005104.2,0.241547508,0.905315568
STK25,0.469633703,2.19451E-05
BOK-AS1,-0.027320677,0.989271925
BOK,0.617616026,0.048656973
AC133528.1,0.081387147,0.968022091
THAP4,1.025230623,0.000288288
ATG4B,1.776723148,2.11176E-26
DTYMK,0.660776594,0.037867297
ING5,1.066942965,9.98682E-07
D2HGDH,1.965685943,2.3391E-15
FAM228A,0.681979413,0.737165677
GAL3ST2,1.21410421,0.538987823
NEU4,0.062205432,0.975561777
LINC01237,1.594924836,0.36404205
LINC01238,0.29186714,0.885722677
ITSN2,0.795754642,9.54118E-09
LINC01881,0.511140973,0.038780884
SEPT14P2,0.206044292,0.919214305
AC009228.1,0.064193326,0.97477968
RPL23AP88,0.077477867,0.969563343
RPL36AP13,0.01461837,0.994293359
NCOA1,0.62530432,2.05805E-05
PTRHD1,-1.432102307,0.012244465
CENPO,0.977074032,1.79362E-06
ADCY3,1.490720917,9.44232E-05
AC012073.1,0.663379987,0.736035429
DNAJC27,0.370049901,0.344289511
DNAJC27-AS1,-0.35890198,0.848878244
EFR3B,1.56902832,1.7514E-08
SUCLA2P3,-0.100605194,0.960753977
POMC,-0.70195577,0.537832667
LINC01381,0.081387147,0.968022091
DNMT3A,0.766796998,9.47134E-11
AC012074.1,-0.06699022,0.973706142
DTNB,1.419185174,1.50795E-19
ASXL2,0.61128498,4.07715E-06
TPM3P7,0.435046404,0.830405262
PTGES3P2,-0.008924329,0.996496211
AC064847.1,0.29186714,0.885722677
KIF3C,1.906412989,2.65006E-19
UQCRHP2,0.165974466,0.934851074
TRMT112P6,0.364634174,0.679492637
RAB10,0.998988968,2.17431E-20
AC011742.2,0.663696332,0.744036587
SMARCE1P6,0.343150183,0.865935898
PPIL1P1,0.024947438,0.990206022
GAREM2,0.41497418,0.782173073
HADHA,0.857806156,1.18197E-09
HADHB,0.566629618,0.000229082
ADGRF3,0.921286904,0.622508769
SELENOI,0.45019996,0.006794799
DRC1,0.227305491,0.910938897
ACP1,-0.355737943,0.036154111
OTOF,-0.011272112,0.9955756
C2orf70,0.085684197,0.96633496
CIB4,0.278821881,0.890850699
KCNK3,0.137535991,0.946396266
SLC35F6,0.207285365,0.605059674
CENPA,0.101891622,0.6463313
CDKN2AIPNLP2,-0.347372765,0.864202951
DPYSL5,1.783920746,0.000221554
AC013472.2,-0.117508419,0.953888079
MAPRE3,1.02753505,0.026070509
AC013472.1,-0.22600319,0.911455597
TMEM214,0.878891996,0.002950333
AGBL5,-3.895446139,6.2678E-103
AC013472.3,-0.136688009,0.946356854
AC013403.2,-0.034677234,0.98637824
OST4,0.824032361,0.041231175
EMILIN1,-0.154241179,0.939488594
KHK,0.184712656,0.928051694
CGREF1,0.215115303,0.915650356
PREB,-0.083675947,0.84261275
TCF23,-0.622582312,0.759349161
AC013403.1,0.149407365,0.941340119
SLC5A6,0.484843317,0.013866127
ATRAID,-0.442548271,0.017207396
CAD,0.54378882,2.50435E-05
SLC30A3,0.047428016,0.981371532
TRIM54,0.268639598,0.894776645
UCN,0.262635338,0.897125952
MPV17,0.610695588,0.059955361
GTF3C2,0.811854261,1.41247E-05
AC074117.1,0.600393829,0.509429315
EIF2B4,0.652404291,0.090138855
SNX17,-0.38593632,0.136399866
ZNF513,1.071105474,0.095813255
PPM1G,1.199940076,2.87338E-18
FTH1P3,0.544868436,0.706022181
NRBP1,0.478842555,0.008612134
KRTCAP3,0.674632817,0.723840764
IFT172,1.286459525,0.000260558
FNDC4,-0.259746988,0.897941625
GCKR,0.19375068,0.924008976
C2orf16,0.528269584,0.794936475
ZNF512,0.813513966,0.002688957
AC074091.1,0.631099478,0.008267896
CCDC121,0.122031462,0.950160729
GPN1,-0.092746761,0.792226436
SUPT7L,-0.06445945,0.794224525
SLC4A1AP,0.937572698,0.002128425
LINC01460,0.077384352,0.969619767
MRPL33,-0.109267212,0.539775071
RBKS,0.557097474,0.407195011
BABAM2,0.522720185,0.003399395
ALKAL2,-0.32657709,0.872329108
AC021171.1,-0.008281095,0.996747284
RPL23AP34,0.134792832,0.947079038
FLJ31356,0.373825004,0.854029834
FOSL2,1.024730716,2.87472E-07
AC104695.3,0.147579446,0.942067018
PLB1,0.68907813,0.348805837
AC074011.1,0.028169923,0.98894197
AC079779.2,0.020579509,0.991920361
AC092164.1,0.058328361,0.977107409
PPP1CB,0.09554788,0.379327035
SPDYA,-0.380539407,0.000772297
TRMT61B,1.001711164,0.000964734
WDR43,-0.29992612,0.025900504
LINC01250,0.710159958,0.70715341
TOGARAM2,0.529495073,0.795387756
CLIP4,0.265535915,0.636739492
ALK,0.283423608,0.538387271
AC016907.2,0.209220263,0.91798614
AC016907.1,0.081387147,0.968022091
YPEL5,0.019926514,0.92754425
LBH,0.909526796,0.117845662
LCLAT1,0.212915248,0.067816964
CAPN13,-0.393067378,0.785713832
GALNT14,0.601559776,0.671087747
CAPN14,0.83980841,0.544056059
EHD3,0.189411852,0.642533678
AC019118.2,0.098316411,0.961422413
XDH,1.048797841,1.37475E-06
SRD5A2,-0.226579585,0.911192627
LINC01865,-0.04302937,0.983097687
LINC01946,0.098476437,0.961338446
KRT18P52,0.105957765,0.958408927
AK2P2,0.294430421,0.884726444
AL121652.1,-0.23277477,0.908765948
MEMO1,0.567896917,0.001324416
DPY30,0.353419495,0.000952119
EIPR1,1.439250115,1.94305E-30
SPAST,0.608192368,0.597298723
AL121658.1,-0.224353056,0.912052075
SLC30A6,0.204718483,0.108883156
DDX50P1,0.393575185,0.743656185
NLRC4,0.191385775,0.924944095
YIPF4,0.423968591,0.005544147
AL133245.1,0.390415457,0.847570092
BIRC6,0.698450373,8.56483E-15
AL133243.2,0.067706909,0.973431499
AL133243.3,1.056092426,0.575542275
AL133243.1,0.204512984,0.919788421
BIRC6-AS2,-0.111379142,0.956262492
AL133243.4,0.31850867,0.87571178
TTC27,0.566620582,0.000400805
LINC00486,-1.501643076,0.016368227
AL121656.1,-0.015490657,0.993916398
LTBP1,0.803217328,7.25967E-09
EIPR1-IT1,0.360321169,0.859239311
AL133244.1,-0.411556245,0.839485455
RASGRP3,0.652898493,0.515785018
AC020594.1,0.14425827,0.94336829
FAM98A,1.156168154,0.006567943
ATP6V0E1P3,0.161321332,0.936673175
HNRNPA1P61,0.147579446,0.942067018
LINC01317,0.216992828,0.726671997
TRAPPC12,1.199485497,4.11087E-12
SLC25A5P2,0.437815248,0.718975712
AC068599.1,0.19580505,0.923250521
LINC01320,-0.122535258,0.951887566
AC012593.1,1.040297423,0.324288542
ADI1,-0.533807045,0.138053266
AC231981.1,0.169449543,0.933490521
AC108488.1,0.135622101,0.946798808
AC108488.2,0.506003964,0.288359878
RNASEH1,0.510718963,0.244422969
RNASEH1-AS1,0.147931258,0.941779327
RPS7,-0.719979062,0.001365733
COLEC11,0.342926675,0.86601937
TMSB4XP2,0.243165461,0.904751725
AC009414.2,-0.219528913,0.913984824
CRIM1,0.652811384,1.82591E-08
FEZ2,0.01500269,0.893722043
ALLC,0.423678756,0.834795467
VIT,1.035260647,9.61816E-08
AC007382.1,-0.434910761,0.831622067
STRN,0.676946651,1.22008E-11
HEATR5B,0.714147002,1.60151E-05
DCDC2C,0.020537465,0.991938278
GPATCH11,0.06777919,0.94370541
EIF2AK2,0.339909407,0.00151258
AC007899.1,0.30152568,0.88205191
SULT6B1,-0.344753741,0.865274617
CEBPZOS,-0.48696599,0.054683198
CEBPZ,0.377622102,0.001196874
AC007390.2,-0.021829533,0.991422888
NDUFAF7,0.497187702,0.053809982
PRKD3,-0.000666468,0.995138443
QPCT,-0.049980791,0.966708977
CDC42EP3,-1.028781858,8.91574E-05
AC010878.1,-0.360270964,0.518899121
LINC00211,0.081387147,0.968022091
RMDN2,-0.101678102,0.740523581
RMDN2-AS1,0.051617855,0.979725772
CYP1B1,1.134887072,0.508850327
CYP1B1-AS1,0.53767689,0.792666019
RPL7P12,0.071204391,0.972020752
ATL2,0.971986392,2.63757E-29
AC011247.1,-0.198678633,0.9221286
RPLP0P6,-0.921606314,0.000108636
AC011247.3,-0.02432812,0.990439294
HNRNPLL,-0.072511339,0.496029126
GALM,1.362178632,0.002025732
SRSF7,-0.057742707,0.768016966
GEMIN6,-0.150659703,0.858568987
DHX57,0.579620665,0.010001364
ASS1P2,0.388872818,0.848214706
FAM110C,0.155082569,0.853342582
AC105393.2,0.151034932,0.940716339
MORN2,0.411608178,0.796126966
ARHGEF33,0.006037088,0.997645414
SOS1,0.384464994,0.001416484
SOS1-IT1,0.32211952,0.867564257
HSPE1P13,-0.141110199,0.944646027
CDKL4,-0.771852364,0.683037023
MAP4K3,0.113020633,0.191534184
AC007684.1,0.208555831,0.918258234
AC007388.1,1.115937831,0.000549426
TMEM178A,1.329204745,0.116393673
THUMPD2,-0.104725463,0.532086234
SLC8A1-AS1,1.839815528,0.003558717
SLC8A1,0.532586771,0.000228733
HNRNPA1P57,0.20375204,0.896015098
LDHAP3,0.091931311,0.963924846
AC009413.1,0.076459199,0.969964029
LINC01913,0.085684197,0.96633496
LINC01914,0.136431619,0.94643549
C2orf91,-1.986587638,0.029242054
PKDCC,-0.20399983,0.443340606
AC105393.1,-0.02432812,0.990439294
AC083949.1,-0.033375841,0.986890512
EML4,0.46420857,1.09248E-05
COX7A2L,-0.361367068,0.062066979
KCNG3,1.199191324,0.362988339
VDAC1P13,0.165974466,0.934851074
MTA3,1.568280218,2.65895E-33
OXER1,0.134792832,0.947079038
HAAO,0.539828314,0.790567474
FTOP1,0.047855431,0.981207153
AC098824.1,0.025295133,0.990071577
LINC01819,-0.114778661,0.954959171
AC016735.2,-0.032750924,0.987134275
ZFP36L2,0.879609713,1.77597E-08
LINC01126,-0.059540953,0.976627585
AC010883.1,0.146111477,0.942687555
THADA,0.27444789,0.06768266
PLEKHH2,1.055295053,0.477947696
C1GALT1C1L,-0.102202463,0.959868556
AC011242.1,0.341349208,0.866526006
DYNC2LI1,0.973931993,0.008888639
ABCG8,0.051617855,0.979725772
LRPPRC,0.121293942,0.37918829
AC019129.1,-0.31214947,0.877928819
PDSS1P2,0.202292056,0.920658026
AC019129.2,0.287970078,0.887275246
PPM1B,0.440114123,0.001536873
RPL12P19,-0.102248055,0.959877502
SLC3A1,0.004388638,0.998276874
PREPL,0.075535269,0.614778361
CAMKMT,0.732770557,1.07676E-11
AC012354.2,-0.201710537,0.91383179
NPM1P48,-0.349948556,0.863257156
LINC01121,0.032803289,0.987115163
SRBD1,0.135740916,0.11674205
PRKCE,0.592138515,0.016124088
LINC01249,0.214000858,0.91608166
EPAS1,0.460816231,0.011551187
LINC01820,0.081387147,0.968022091
TMEM247,-0.218632604,0.914259612
AC016912.1,-0.09482991,0.962772418
ATP6V1E2,1.00645016,0.217581807
RHOQ,0.803999068,0.013062101
AC018682.1,-0.023971672,0.990579639
PIGF,0.104833143,0.579824159
CRIPT,-0.160692489,0.621066327
AC020604.1,0.228807982,0.910285976
SOCS5,-0.61564628,2.13284E-05
AC016722.3,0.071204391,0.972020752
LINC01118,0.085684197,0.96633496
LINC01119,0.315302749,0.876678389
MCFD2,-0.35010935,0.001271317
TTC7A,0.8796264,0.362864208
AC093732.1,0.085684197,0.96633496
STPG4,0.143032814,0.84223459
STPG4,-0.618115773,3.34859E-09
AC073283.1,-0.0410628,0.983874775
CALM2,-0.59487162,5.68652E-09
AC106869.1,0.958724371,0.006323709
AC073283.2,0.081387147,0.968022091
BCYRN1,-2.734230988,7.11712E-20
EPCAM,0.980581806,4.6337E-07
MSH2,0.707993806,1.11122E-07
KCNK12,0.668633823,0.621596016
HCG2040054,0.333575872,0.86965
AC079250.1,-0.720269861,0.017252608
MSH6,0.602079864,4.03442E-06
AC006509.1,-0.181317009,0.928908824
FBXO11,0.789841781,2.58532E-09
RPL36AP15,-0.190305881,0.925342998
AC079807.2,0.136573843,0.946406746
AC092650.1,0.372118185,0.613753147
FOXN2,-0.26205931,0.098223306
PPP1R21,1.007976349,2.29434E-13
STON1,0.903420585,8.57421E-05
STON1-GTF2A1L,0.845462628,5.2092E-06
GTF2A1L,-0.418772407,0.735434487
AC073082.1,0.165205859,0.935211357
TPT1P11,0.071204391,0.972020752
LHCGR,0.192193563,0.924633939
AC009975.1,0.303695811,0.746829583
FSHR,-1.361745428,0.176771326
AC009975.2,-0.269640144,0.890879265
NRXN1,-0.202696455,0.561054461
AC007560.1,-0.061445585,0.975879212
AC007402.1,-0.483730189,0.288949134
LINC01867,0.081387147,0.968022091
AC139712.2,-0.02432812,0.990439294
AC139712.1,0.356284817,0.860826226
AC010967.1,0.111323451,0.956313051
ASB3,0.388185677,0.001732333
GPR75-ASB3,0.416055296,0.001348318
CHAC2,-1.123688805,0.48356607
ERLEC1,0.03514428,0.859790602
GPR75,0.072209306,0.971664348
PSME4,0.464346346,7.65688E-08
ACYP2,1.117697207,1.83752E-08
HMGB1P31,0.361673782,0.858687946
AC008280.3,0.089020112,0.965048729
C2orf73,-0.117010285,0.954270869
SPTBN1,0.784133367,1.5593E-14
AC092839.2,0.085684197,0.96633496
EML6,1.189955112,0.014467909
RTN4,0.31113966,0.001716811
CLHC1,0.183507183,0.471204199
AC012358.1,-0.187713331,0.926393555
AC012358.2,0.05566434,0.978136884
RPS27A,-0.73841847,0.000122999
MTIF2,-0.018681566,0.941350318
PRORSD1P,0.095148471,0.962640793
AC012358.3,-0.354907172,0.661464176
CCDC88A,0.150610188,0.531035635
BTF3P5,0.209835647,0.751137056
CFAP36,0.593921613,0.017264828
PPP4R3B,0.078837916,0.926657506
AC015982.1,0.335909304,0.868737085
PNPT1,0.471983073,0.001975371
EFEMP1,0.327128405,0.403818585
AC011306.1,0.514156979,0.399412203
MIR217HG,0.047701625,0.981269033
LINC01248,-0.148218284,0.941872537
AC007744.1,0.200146966,0.778086207
AC007743.1,-0.038391315,0.984929656
AC108025.1,-0.09756893,0.961713574
CCDC85A,0.193983894,0.810781424
SOX11,0.617777202,0.002762499
AC108025.2,-0.195517077,0.797446817
ACTG1P22,-0.225893044,0.911425108
VRK2,-0.402841194,0.000407522
FANCL,-0.416900944,3.29508E-06
EIF3FP3,-0.376797457,0.071606635
LINC01122,-0.20180513,0.347998201
AC007238.1,1.825160163,0.039529148
LINC01793,-0.160349234,0.937086005
AC007100.1,-0.227432558,0.902794498
AC007179.2,-0.067093505,0.973669283
LINC01105,-0.239531737,0.90613795
BCL11A,-0.624405304,0.371296242
AC012498.2,0.086138486,0.966175969
ATP1B3P1,1.343112068,0.063224899
PAPOLG,0.259315965,0.291719468
LINC01185,-0.24816036,0.902824146
REL,0.779929996,0.000134561
AC010733.2,-0.23867978,0.898783215
NONOP2,0.481861377,0.812509317
AC010733.1,-0.837625672,0.55932024
PUS10,0.231756143,0.369921876
PEX13,0.219080945,0.047722498
KIAA1841,0.896762189,4.1436E-07
AC016747.4,0.526948103,0.458367929
AC016747.1,-0.747537324,0.659314563
C2orf74,0.266062538,0.8726665
AC016747.2,0.071204391,0.972020752
AHSA2,1.692377782,7.74838E-13
USP34,0.985201118,8.82127E-25
AC016894.1,0.075138483,0.970483504
AC016727.1,-0.507843582,0.783055339
XPO1,0.714276053,1.41275E-08
RPS24P7,0.001259079,0.999505806
AC108039.2,0.071204391,0.972020752
FAM161A,0.617166587,0.084903859
AC107081.3,0.071204391,0.972020752
CCT4,-0.135843221,0.373276936
AC107081.2,-0.023512236,0.990760522
COMMD1,0.630348769,8.51522E-05
AC018462.1,-0.037163031,0.985410782
RPSAP26,-0.75086192,0.53877459
B3GNT2,-0.458358693,0.120012675
AC093159.2,0.771220535,0.704274697
TMEM17,-0.09352711,0.963469014
AC092155.2,0.097071484,0.950226992
RSL24D1P2,0.242914958,0.904830975
AC092155.1,0.430743954,0.832056515
EHBP1,-0.016641161,0.938326413
AC092567.1,0.051617855,0.979725772
AC007098.1,0.037713489,0.985187898
OTX1,-0.244752158,0.904118736
DBIL5P2,-0.207755652,0.918508176
WDPCP,0.708981519,2.9416E-19
AC074367.1,-0.129988959,0.948965444
AC016734.2,0.149407365,0.941340119
MDH1,0.032131197,0.832316838
AC016734.1,-0.938129619,0.379011155
RPS4XP5,0.456335811,0.822369293
LINC01247,0.231788327,0.909122838
AC096664.2,-1.736692301,5.24349E-05
AC096664.1,0.097332354,0.96178956
HNRNPA1P66,0.574249742,0.777474912
UGP2,0.45693487,0.017173183
VPS54,0.131946653,0.103431375
AC012368.2,-0.103399655,0.959399841
PELI1,-0.169842801,0.370925053
AC012368.1,-0.056157365,0.942079839
LINC00309,0.075138483,0.970483504
RPL23AP37,0.073529172,0.9711137
AC008074.1,0.843947517,0.023855693
LGALSL,-0.589643329,0.054381851
AC008074.3,0.127511365,0.949938502
AFTPH,0.252054758,0.25396904
AC007365.3,-0.227376937,0.910884315
SERTAD2,0.528192929,0.000685286
AC007365.1,0.081387147,0.968022091
AC007365.2,0.14425827,0.94336829
LINC01800,-0.019858676,0.992201627
PIK3CDP1,0.023881997,0.990621599
AC007386.1,-0.023512236,0.990760522
SLC1A4,-0.105836318,0.897495896
AC007386.2,0.077477867,0.969563343
CEP68,0.056435722,0.904978557
RAB1A,1.277243889,8.67844E-25
AC007318.2,-0.112387526,0.955868242
AC007318.1,0.482120276,0.056783792
ACTR2,0.307182241,0.002658985
SPRED2,0.787272332,0.004990223
AC012370.1,0.026803283,0.989479208
AC007389.1,-0.13671412,0.940830777
AC012370.2,0.169449543,0.933490521
AC007389.2,-0.308006439,0.879476917
AC007389.3,-0.124079898,0.951314594
KRT18P33,-0.225893044,0.911425108
MIR7515HG,-0.020691235,0.99187085
AC118345.1,0.172895188,0.932141697
LINC01873,-0.200558224,0.921365699
MEIS1-AS3,-0.10897418,0.950689407
MEIS1,0.085983112,0.437444046
MEIS1-AS2,-0.022415942,0.99119208
LINC01798,-0.167107007,0.574347438
LINC01797,-0.378873733,0.852125185
TMEM18,-0.168566466,0.599464458
AC009474.1,0.071204391,0.972020752
LINC01799,-0.362974748,0.858280618
LINC01828,0.079869961,0.968656776
LINC01829,0.338592898,0.67138703
LINC00487,0.085684197,0.96633496
ETAA1,-0.363166363,0.016152149
AC007422.2,-0.001013605,0.99960211
AC092159.2,-0.14794721,0.942011567
LINC01812,-0.035496992,0.986055986
C1D,-0.320320535,0.317552853
WDR92,0.508355626,0.392598997
AC017083.4,0.168133456,0.224812091
PNO1,-0.541616536,0.272094558
PPP3R1,0.158733402,0.325862792
